F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20
24	38	5	4	0	False	['NOUN', 'PUNCT', 'SCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'VERB']	False	False	1	False	False	False	False	0	0	False	nsubj	False	False
13	43	5	1	4	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'SPACE', 'PRON', 'SPACE']	False	False	0	False	False	False	False	0	26	False	dobj	False	False
11	20	1	1	1	False	['CCONJ', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADV', 'SPACE', 'ADP']	False	False	0	False	False	False	False	0	3	False	dobj	False	False
17	38	3	1	2	False	['SPACE', 'ADJ', 'PUNCT', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'PART']	False	False	1	False	False	False	True	0	5	False	nsubj	False	False
1	16	2	0	3	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'DET']	False	False	1	False	False	False	True	0	0	False	nsubj	False	False
17	44	1	3	3	False	['VERB', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'DET']	False	False	1	False	False	False	True	0	9	False	nsubj	False	False
29	44	3	3	1	False	['VERB', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'VERB']	False	False	0	False	False	False	False	0	5	False	nsubj	False	False
1	16	3	0	1	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'PUNCT', 'SPACE']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
20	21	2	2	0	False	['VERB', 'SPACE', 'ADP', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	pobj	False	False
53	58	4	5	1	False	['CCONJ', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'PRON']	False	False	0	False	False	False	False	0	1	False	dobj	False	False
5	14	1	1	1	False	['DET', 'SPACE', 'NOUN', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'VERB']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
19	20	1	3	0	False	['ADP', 'SPACE', 'ADP', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	pobj	False	False
16	17	2	2	0	False	['VERB', 'SPACE', 'ADP', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	pobj	False	False
28	37	2	3	1	False	['PUNCT', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'VERB', 'SPACE', 'ADJ']	False	False	2	False	False	False	True	0	0	False	nsubj	False	False
25	58	4	4	5	False	['PRON', 'SPACE', 'ADP', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'DET']	False	False	1	False	False	False	False	0	1	False	pobj	False	False
48	67	2	7	2	False	['VERB', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'AUX']	False	False	0	False	False	False	False	0	7	False	nsubjpass	False	False
57	87	6	6	3	False	['NOUN', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'VERB']	False	False	0	False	False	False	False	0	5	False	nsubjpass	False	False
1	29	2	0	3	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'AUX']	False	False	0	False	False	False	False	0	18	False	nsubj	False	False
38	39	2	5	0	False	['VERB', 'SPACE', 'ADP', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	pobj	False	False
1	26	1	0	2	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'ADV']	False	False	0	False	False	False	False	0	9	False	nsubjpass	False	False
13	22	3	1	1	False	['AUX', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'DET']	False	False	0	False	False	False	False	0	1	False	dobj	False	False
11	45	2	1	4	False	['VERB', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'VERB']	False	False	0	False	False	False	False	0	5	False	nsubjpass	False	False
11	45	2	1	4	False	['VERB', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'VERB']	False	False	0	False	False	False	False	0	5	False	nsubjpass	False	False
6	15	1	0	1	False	['PART', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'VERB']	False	False	0	False	False	False	False	0	5	False	nsubjpass	False	False
7	14	1	0	1	False	['AUX', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'SCONJ', 'SPACE', 'PRON']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
7	14	1	0	1	False	['AUX', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'SCONJ', 'SPACE', 'PRON']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
24	38	3	2	2	False	['CCONJ', 'SPACE', 'ADV', 'SPACE', 'SPACE', 'VERB', 'PUNCT', 'SPACE']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
19	20	1	2	0	False	['NOUN', 'SPACE', 'ADP', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	pobj	False	False
15	16	1	1	0	False	['VERB', 'SPACE', 'ADP', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	pobj	False	False
29	30	1	4	0	False	['VERB', 'SPACE', 'ADP', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	pobj	False	False
11	12	1	1	0	False	['ADV', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
9	12	1	1	0	False	['PART', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'PRON', 'PUNCT', 'ABS']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
15	16	1	2	0	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
4	16	2	0	1	False	['ABS', 'INTJ', 'PUNCT', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'ADP']	False	False	0	False	False	False	False	0	3	False	nsubj	False	False
1	23	2	0	2	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'VERB']	False	False	1	False	False	False	True	0	5	False	nsubjpass	False	False
15	22	1	1	1	False	['ADV', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'VERB', 'SPACE', 'ADP']	False	False	0	False	False	False	False	0	3	False	nsubj	False	False
1	18	3	0	2	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'PUNCT', 'SPACE']	False	False	0	False	False	False	False	0	4	False	nsubj	False	False
56	73	4	7	2	False	['ADP', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'DET']	False	False	0	False	False	False	False	0	1	False	dobj	False	False
60	61	2	9	0	False	['NOUN', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
1	46	5	0	3	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'AUX']	False	False	0	False	False	False	False	0	7	False	nsubjpass	False	False
3	58	1	0	8	False	['ABS', 'ABS', 'AUX', 'SPACE', 'SPACE', 'PART', 'SPACE', 'VERB']	False	False	2	False	False	False	True	0	7	False	nsubj	False	False
8	15	2	1	1	False	['SPACE', 'NOUN', 'PUNCT', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'NOUN']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
7	14	2	1	1	False	['AUX', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'SPACE', 'AUX', 'PART']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
39	40	2	5	0	False	['NOUN', 'SPACE', 'ADP', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	pobj	False	False
11	14	1	1	0	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'PUNCT', 'ABS']	False	False	0	False	False	False	False	0	1	False	dobj	False	False
11	55	3	2	5	False	['ADV', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'ADV']	False	False	0	False	False	False	False	0	20	False	nsubj	False	False
11	55	3	2	5	False	['ADV', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'ADV']	False	False	0	False	False	False	False	0	20	False	nsubj	False	False
12	30	4	1	1	False	['VERB', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'AUX']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
37	58	2	4	2	False	['PUNCT', 'SPACE', 'CCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'VERB']	False	False	2	False	False	False	True	0	5	False	nsubjpass	False	False
7	31	2	0	2	False	['ADV', 'SPACE', 'AUX', 'SPACE', 'SPACE', 'ADV', 'SPACE', 'NOUN']	False	False	1	False	False	False	True	0	14	False	nsubj	False	False
7	31	2	0	2	False	['ADV', 'SPACE', 'AUX', 'SPACE', 'SPACE', 'ADV', 'SPACE', 'NOUN']	False	False	1	False	False	False	True	0	14	False	nsubj	False	False
21	24	1	3	0	False	['CCONJ', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADV', 'PUNCT', 'ABS']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
34	51	2	5	1	False	['CCONJ', 'SPACE', 'DET', 'SPACE', 'SPACE', 'CCONJ', 'SPACE', 'PRON']	False	False	2	False	False	False	True	0	0	False	nsubj	False	False
64	75	4	8	1	False	['PUNCT', 'SPACE', 'CCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'AUX']	False	False	0	False	False	False	False	0	7	False	nsubjpass	False	False
24	25	3	3	0	False	['NOUN', 'SPACE', 'ADP', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	pobj	False	False
11	40	5	1	3	False	['VERB', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'VERB', 'SPACE', 'DET']	False	False	1	False	False	False	True	0	9	False	nsubj	False	False
5	24	2	1	3	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'PRON']	False	False	1	False	False	False	True	0	1	False	dobj	False	False
1	16	1	0	1	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'ADV']	False	False	0	False	False	False	False	0	7	False	nsubj	False	False
22	46	4	3	3	False	['NOUN', 'SPACE', 'ADP', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'PRON']	False	False	1	False	False	False	True	0	1	False	pobj	False	False
17	22	4	3	1	False	['AUX', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'PRON']	False	False	0	False	False	False	False	0	1	False	dobj	False	False
20	21	2	3	0	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
54	67	4	5	1	False	['ADV', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'AUX']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
22	61	2	3	4	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'VERB', 'SPACE', 'ADP']	False	False	1	False	False	False	False	0	3	False	nsubj	False	False
25	32	1	4	1	False	['PART', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'ADJ']	False	False	1	False	False	False	True	0	1	False	dobj	False	False
9	34	2	1	4	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'PRON']	False	False	1	False	False	False	True	0	1	False	dobj	False	False
9	34	2	1	4	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'PRON']	False	False	1	False	False	False	True	0	1	False	dobj	False	False
23	51	2	3	5	False	['NOUN', 'SPACE', 'ADP', 'SPACE', 'PUNCT', 'SPACE', 'SCONJ', 'SPACE']	False	False	1	False	False	False	True	0	0	False	pobj	False	False
29	30	1	3	0	False	['ADV', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
5	35	3	1	4	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'PUNCT', 'SPACE']	False	False	0	False	False	False	False	0	1	False	dobj	False	False
9	18	1	1	1	False	['ADV', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADV', 'SPACE', 'SCONJ']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
31	36	4	2	1	False	['ADJ', 'PUNCT', 'CCONJ', 'SPACE', 'SPACE', 'VERB', 'SPACE', 'PRON']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
61	62	4	7	0	False	['PART', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
5	43	4	1	6	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'PUNCT']	False	False	0	False	False	False	False	0	1	False	dobj	False	False
5	43	4	1	6	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'PUNCT']	False	False	0	False	False	False	False	0	1	False	dobj	False	False
24	39	2	4	2	False	['VERB', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'VERB', 'SPACE', 'ADV']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
24	39	2	4	2	False	['VERB', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'VERB', 'SPACE', 'ADV']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
54	121	12	7	6	False	['ADV', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'SPACE', 'SCONJ', 'SPACE']	False	False	2	False	False	False	False	0	57	False	dobj	False	False
22	29	2	3	0	False	['CCONJ', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'PART', 'SPACE', 'AUX']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
9	26	3	1	1	False	['PART', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'VERB', 'PUNCT', 'SPACE']	False	False	1	False	False	False	False	0	11	False	nsubj	False	False
64	77	5	8	1	False	['PUNCT', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'VERB']	False	False	0	False	False	False	False	0	7	False	nsubjpass	False	False
9	10	1	1	0	False	['ADV', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
16	19	2	1	0	False	['CCONJ', 'SPACE', 'AUX', 'SPACE', 'SPACE', 'PART', 'PUNCT', 'ABS']	False	False	0	False	False	False	False	0	0	False	attr	False	False
27	28	3	3	0	False	['ADV', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
1	54	3	0	7	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'ADV']	False	False	4	False	False	False	True	0	18	False	nsubj	False	False
1	54	3	0	7	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'ADV']	False	False	4	False	False	False	True	0	18	False	nsubj	False	False
67	84	5	8	2	False	['AUX', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'SCONJ', 'SPACE', 'DET']	False	False	1	False	False	False	True	0	7	False	dobj	False	False
51	64	3	5	2	False	['CCONJ', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'DET']	False	False	0	False	False	False	False	0	1	False	dobj	False	False
35	44	3	5	0	False	['CCONJ', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'ADV']	False	False	0	False	False	False	False	0	1	False	dobj	False	False
13	14	1	1	0	False	['PART', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
1	14	2	0	1	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'ADV']	False	False	0	False	False	False	False	0	7	False	nsubj	False	False
63	65	4	9	0	False	['PRON', 'SPACE', 'ADP', 'SPACE', 'PUNCT', 'PUNCT', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	pobj	False	False
51	66	3	5	1	False	['CCONJ', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'PART', 'SPACE', 'AUX']	False	False	1	False	False	False	True	0	7	False	nsubjpass	False	False
68	71	3	7	0	False	['NOUN', 'SPACE', 'ADP', 'SPACE', 'SPACE', 'ADJ', 'PUNCT', 'ABS']	False	False	1	False	False	False	False	0	0	False	pobj	False	False
3	46	5	0	4	False	['ABS', 'ABS', 'AUX', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'DET']	False	False	3	False	False	False	False	0	9	False	nsubj	False	False
3	28	3	0	4	False	['ABS', 'ABS', 'SCONJ', 'SPACE', 'SPACE', 'AUX', 'PUNCT', 'SPACE']	False	False	0	False	False	False	False	0	21	False	nsubj	False	False
9	10	1	1	0	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
71	96	3	11	3	False	['VERB', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'AUX']	False	False	1	False	False	False	False	0	21	False	nsubj	False	False
3	12	2	0	1	False	['ABS', 'ABS', 'CCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'ADJ']	False	False	1	False	False	False	False	0	0	False	nsubj	False	False
1	12	1	0	1	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'ADV']	False	False	1	False	False	False	False	0	7	False	nsubj	False	False
49	57	2	4	1	False	['NOUN', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'VERB', 'SPACE', 'ADP']	False	False	0	False	False	False	False	0	3	False	nsubj	False	False
30	37	2	4	1	False	['AUX', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'SCONJ']	False	False	0	False	False	False	False	0	1	False	dobj	False	False
4	13	2	0	1	False	['ABS', 'INTJ', 'PUNCT', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'DET']	False	False	1	False	False	False	True	0	0	False	nsubj	False	False
29	66	3	4	5	False	['PART', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADV', 'PUNCT', 'SPACE']	False	False	0	False	False	False	False	0	19	False	dobj	False	False
29	66	3	4	5	False	['PART', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADV', 'PUNCT', 'SPACE']	False	False	0	False	False	False	False	0	19	False	dobj	False	False
8	63	6	1	7	False	['PROPN', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'SPACE', 'CCONJ', 'SPACE']	False	False	1	False	False	False	False	0	8	False	dobj	False	False
29	46	2	3	3	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'ADV']	False	False	0	False	False	False	False	0	1	False	dobj	False	False
29	46	2	3	3	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'ADV']	False	False	0	False	False	False	False	0	1	False	dobj	False	False
29	38	2	3	1	False	['ADP', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'PRON']	False	False	1	False	False	False	True	0	1	False	dobj	False	False
18	48	2	3	3	False	['PUNCT', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'VERB', 'SPACE', 'SCONJ']	False	False	0	False	False	False	False	0	9	False	nsubj	False	False
13	27	2	1	2	False	['ADP', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'SPACE', 'CCONJ', 'SPACE']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
13	27	2	1	2	False	['ADP', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'SPACE', 'CCONJ', 'SPACE']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
11	46	6	0	4	False	['SPACE', 'NOUN', 'PUNCT', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'ADP']	False	False	0	False	False	False	False	0	3	False	nsubj	False	False
16	21	2	2	0	False	['CCONJ', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADV', 'SPACE', 'ADV']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
30	51	1	3	4	False	['PART', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADV', 'SPACE', 'SCONJ']	False	False	0	False	False	False	False	0	11	False	dobj	False	False
30	51	1	3	4	False	['PART', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADV', 'SPACE', 'SCONJ']	False	False	0	False	False	False	False	0	11	False	dobj	False	False
65	99	4	8	4	False	['AUX', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADV', 'PUNCT', 'SPACE']	False	False	0	False	False	False	False	0	6	False	dobj	False	False
65	99	4	8	4	False	['AUX', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADV', 'PUNCT', 'SPACE']	False	False	0	False	False	False	False	0	6	False	dobj	False	False
22	31	2	2	1	False	['PUNCT', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'DET']	False	False	0	False	False	False	False	0	1	False	dobj	False	False
11	58	3	1	3	False	['ADJ', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'AUX', 'PUNCT', 'SPACE']	False	False	2	False	False	False	True	0	14	False	nsubj	False	False
25	34	7	0	1	False	['PART', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'DET']	False	False	0	False	False	False	False	0	1	False	dobj	False	False
1	12	1	0	1	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'VERB', 'SPACE', 'DET']	False	False	1	False	False	False	True	0	0	False	nsubj	False	False
1	28	3	0	3	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'PUNCT', 'SPACE']	False	False	1	False	False	False	False	0	4	False	nsubj	False	False
13	21	2	2	1	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'VERB', 'PUNCT', 'SPACE']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
19	24	1	2	0	False	['NOUN', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'PART']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
11	40	3	1	4	False	['ADJ', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'PUNCT']	False	False	1	False	False	False	False	0	0	False	nsubj	False	False
1	12	1	0	2	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'PRON', 'SPACE', 'VERB']	False	False	0	False	False	False	False	0	5	False	nsubj	False	False
5	6	1	1	0	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
21	28	3	3	0	False	['PART', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'DET']	False	False	1	False	False	False	False	0	1	False	dobj	False	False
13	34	2	2	2	False	['PRON', 'PUNCT', 'SCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'AUX']	False	False	1	False	False	False	True	0	0	False	nsubj	False	False
